mes,anio,afp,tipo_fondo,valor_cuota,valor_fondo_mill_soles,afiliados_miles,rentab_real_12m,rend_bono_10a_soles,esperanza_vida,dias_habiles,imputado
2010-10,2010,Horizonte,1,16.0590881,,,,5.49245,72.886,21,No
2010-11,2010,Horizonte,1,16.0094768,,,,5.70457142857143,72.886,22,No
2010-12,2010,Horizonte,1,16.1513355,,,,5.89795,72.886,23,No
2011-01,2011,Horizonte,1,16.1386579,,,,5.84628571428571,73.327,21,No
2011-02,2011,Horizonte,1,16.1545755,,,,6.01595,73.327,20,No
2011-03,2011,Horizonte,1,16.0016001,,,,6.35333612040134,73.327,23,No
2011-04,2011,Horizonte,1,16.0183856,,,,6.94410092633545,73.327,20,No
2011-05,2011,Horizonte,1,16.1815365,,,,6.72250202228567,73.327,22,No
2011-06,2011,Horizonte,1,16.1962487,,,,6.45763825900731,73.327,22,No
2011-07,2011,Horizonte,1,16.4692135,,,,6.23626241920591,73.327,21,No
2011-08,2011,Horizonte,1,16.7519492,,,,5.92853521749067,73.327,23,No
2011-09,2011,Horizonte,1,16.4178092,,,,5.62017803787122,73.327,22,No
2011-10,2011,Horizonte,1,16.7488659,,,,5.72483222108669,73.327,21,No
2011-11,2011,Horizonte,1,16.7724743,,,,5.66734322961868,73.327,22,No
2011-12,2011,Horizonte,1,16.8069257,,,,5.6953293398377,73.327,22,No
2012-01,2012,Horizonte,1,17.1579554,,,,5.6877609398031,73.979,22,No
2012-02,2012,Horizonte,1,17.4382641,,,,5.55203643226112,73.979,21,No
2012-03,2012,Horizonte,1,17.5481918,,,,5.40746192764249,73.979,22,No
2012-04,2012,Horizonte,1,17.7871075,,,,5.31709184145608,73.979,20,No
2012-05,2012,Horizonte,1,17.6276237,,,,5.1611689535073,73.979,23,No
2012-06,2012,Horizonte,1,17.9334527,,,,5.14383563093637,73.979,21,No
2012-07,2012,Horizonte,1,18.0430011,,,,5.02354166666667,73.979,22,No
2012-08,2012,Horizonte,1,18.1654556,,,,4.85419437482595,73.979,23,No
2012-09,2012,Horizonte,1,18.4437898,,,,4.67659618205868,73.979,20,No
2012-10,2012,Horizonte,1,18.589963,,,,4.55363674242424,73.979,23,No
2012-11,2012,Horizonte,1,18.7909242,,,,4.45981283452211,73.979,22,No
2012-12,2012,Horizonte,1,19.0424019,,,,4.16331561657297,73.979,20,No
2013-01,2013,Horizonte,1,19.3047863,,,,4.06750469795356,74.591,22,No
2013-02,2013,Horizonte,1,19.3544698,,,,4.15190764118355,74.591,20,No
2013-03,2013,Horizonte,1,19.4373199,,,,4.14838614187719,74.591,20,No
2013-04,2013,Horizonte,1,19.632982,,,,4.05634051937754,74.591,22,No
2013-05,2013,Horizonte,1,19.2316212,,,,4.20181818181818,74.591,23,No
2013-06,2013,Horizonte,1,18.7327736,,,,5.31946716260051,74.591,20,No
2013-07,2013,Horizonte,1,18.9343701,,,,5.26015228899572,74.591,23,No
2013-08,2013,Horizonte,1,0.0,,,,5.46271259667266,74.591,21,No
2010-01,2010,Horizonte,2,88.6628629,,,,5.75655,72.886,20,No
2010-02,2010,Horizonte,2,88.777604,,,,6.09765,72.886,20,No
2010-03,2010,Horizonte,2,92.6758266,,,,6.0925652173913,72.886,23,No
2010-04,2010,Horizonte,2,94.5474855,,,,5.9814,72.886,21,No
2010-05,2010,Horizonte,2,91.4194734,,,,6.16133333333333,72.886,21,No
2010-06,2010,Horizonte,2,90.752753,,,,6.3284,72.886,22,No
2010-07,2010,Horizonte,2,95.1735587,,,,6.00815789473684,72.886,22,No
2010-08,2010,Horizonte,2,97.0994612,,,,5.6217619047619,72.886,22,No
2010-09,2010,Horizonte,2,102.5321059,,,,5.73390909090909,72.886,22,No
2010-10,2010,Horizonte,2,106.2347965,,,,5.49245,72.886,21,No
2010-11,2010,Horizonte,2,105.7239141,,,,5.70457142857143,72.886,22,No
2010-12,2010,Horizonte,2,108.4443053,,,,5.89795,72.886,23,No
2011-01,2011,Horizonte,2,105.7226058,,,,5.84628571428571,73.327,21,No
2011-02,2011,Horizonte,2,105.8811436,,,,6.01595,73.327,20,No
2011-03,2011,Horizonte,2,104.5050854,,,,6.35333612040134,73.327,23,No
2011-04,2011,Horizonte,2,102.5708443,,,,6.94410092633545,73.327,20,No
2011-05,2011,Horizonte,2,103.3800899,,,,6.72250202228567,73.327,22,No
2011-06,2011,Horizonte,2,99.9158642,,,,6.45763825900731,73.327,22,No
2011-07,2011,Horizonte,2,103.388581,,,,6.23626241920591,73.327,21,No
2011-08,2011,Horizonte,2,103.3780449,,,,5.92853521749067,73.327,23,No
2011-09,2011,Horizonte,2,95.6346135,,,,5.62017803787122,73.327,22,No
2011-10,2011,Horizonte,2,100.6049083,,,,5.72483222108669,73.327,21,No
2011-11,2011,Horizonte,2,99.8699377,,,,5.66734322961868,73.327,22,No
2011-12,2011,Horizonte,2,99.1124147,,,,5.6953293398377,73.327,22,No
2012-01,2012,Horizonte,2,104.3188452,,,,5.6877609398031,73.979,22,No
2012-02,2012,Horizonte,2,106.5320215,,,,5.55203643226112,73.979,21,No
2012-03,2012,Horizonte,2,106.9689724,,,,5.40746192764249,73.979,22,No
2012-04,2012,Horizonte,2,107.7325037,,,,5.31709184145608,73.979,20,No
2012-05,2012,Horizonte,2,104.1024915,,,,5.1611689535073,73.979,23,No
2012-06,2012,Horizonte,2,105.5789288,,,,5.14383563093637,73.979,21,No
2012-07,2012,Horizonte,2,105.2083471,,,,5.02354166666667,73.979,22,No
2012-08,2012,Horizonte,2,105.8831758,,,,4.85419437482595,73.979,23,No
2012-09,2012,Horizonte,2,108.7401664,,,,4.67659618205868,73.979,20,No
2012-10,2012,Horizonte,2,108.743616,,,,4.55363674242424,73.979,23,No
2012-11,2012,Horizonte,2,109.7576043,,,,4.45981283452211,73.979,22,No
2012-12,2012,Horizonte,2,112.0405219,,,,4.16331561657297,73.979,20,No
2013-01,2013,Horizonte,2,114.1477905,,,,4.06750469795356,74.591,22,No
2013-02,2013,Horizonte,2,113.3767447,,,,4.15190764118355,74.591,20,No
2013-03,2013,Horizonte,2,114.0941818,,,,4.14838614187719,74.591,20,No
2013-04,2013,Horizonte,2,114.9458609,,,,4.05634051937754,74.591,22,No
2013-05,2013,Horizonte,2,112.072743,,,,4.20181818181818,74.591,23,No
2013-06,2013,Horizonte,2,108.8183671,,,,5.31946716260051,74.591,20,No
2013-07,2013,Horizonte,2,110.1465223,,,,5.26015228899572,74.591,23,No
2013-08,2013,Horizonte,2,0.0,,,,5.46271259667266,74.591,21,No
2010-01,2010,Horizonte,3,23.8045254,,,,5.75655,72.886,20,No
2010-02,2010,Horizonte,3,23.8411895,,,,6.09765,72.886,20,No
2010-03,2010,Horizonte,3,25.6008659,,,,6.0925652173913,72.886,23,No
2010-04,2010,Horizonte,3,26.4214092,,,,5.9814,72.886,21,No
2010-05,2010,Horizonte,3,25.0798371,,,,6.16133333333333,72.886,21,No
2010-06,2010,Horizonte,3,24.4270677,,,,6.3284,72.886,22,No
2010-07,2010,Horizonte,3,25.9031505,,,,6.00815789473684,72.886,22,No
2010-08,2010,Horizonte,3,26.5041002,,,,5.6217619047619,72.886,22,No
2010-09,2010,Horizonte,3,29.4978847,,,,5.73390909090909,72.886,22,No
2010-10,2010,Horizonte,3,31.3953714,,,,5.49245,72.886,21,No
2010-11,2010,Horizonte,3,32.0160724,,,,5.70457142857143,72.886,22,No
2010-12,2010,Horizonte,3,33.9126596,,,,5.89795,72.886,23,No
2011-01,2011,Horizonte,3,32.8525424,,,,5.84628571428571,73.327,21,No
2011-02,2011,Horizonte,3,32.7418683,,,,6.01595,73.327,20,No
2011-03,2011,Horizonte,3,32.0787387,,,,6.35333612040134,73.327,23,No
2011-04,2011,Horizonte,3,31.107366,,,,6.94410092633545,73.327,20,No
2011-05,2011,Horizonte,3,31.3696078,,,,6.72250202228567,73.327,22,No
2011-06,2011,Horizonte,3,29.2419564,,,,6.45763825900731,73.327,22,No
2011-07,2011,Horizonte,3,30.8422109,,,,6.23626241920591,73.327,21,No
2011-08,2011,Horizonte,3,29.8573998,,,,5.92853521749067,73.327,23,No
2011-09,2011,Horizonte,3,26.6632151,,,,5.62017803787122,73.327,22,No
2011-10,2011,Horizonte,3,28.5548615,,,,5.72483222108669,73.327,21,No
2011-11,2011,Horizonte,3,28.498542,,,,5.66734322961868,73.327,22,No
2011-12,2011,Horizonte,3,28.0371785,,,,5.6953293398377,73.327,22,No
2012-01,2012,Horizonte,3,30.6011123,,,,5.6877609398031,73.979,22,No
2012-02,2012,Horizonte,3,31.3733553,,,,5.55203643226112,73.979,21,No
2012-03,2012,Horizonte,3,31.8058312,,,,5.40746192764249,73.979,22,No
2012-04,2012,Horizonte,3,31.8084839,,,,5.31709184145608,73.979,20,No
2012-05,2012,Horizonte,3,29.8539357,,,,5.1611689535073,73.979,23,No
2012-06,2012,Horizonte,3,29.9292142,,,,5.14383563093637,73.979,21,No
2012-07,2012,Horizonte,3,29.4445246,,,,5.02354166666667,73.979,22,No
2012-08,2012,Horizonte,3,29.6539767,,,,4.85419437482595,73.979,23,No
2012-09,2012,Horizonte,3,31.029906,,,,4.67659618205868,73.979,20,No
2012-10,2012,Horizonte,3,30.7718458,,,,4.55363674242424,73.979,23,No
2012-11,2012,Horizonte,3,30.9901774,,,,4.45981283452211,73.979,22,No
2012-12,2012,Horizonte,3,32.0575448,,,,4.16331561657297,73.979,20,No
2013-01,2013,Horizonte,3,33.0833053,,,,4.06750469795356,74.591,22,No
2013-02,2013,Horizonte,3,32.9204218,,,,4.15190764118355,74.591,20,No
2013-03,2013,Horizonte,3,33.0320891,,,,4.14838614187719,74.591,20,No
2013-04,2013,Horizonte,3,32.9354659,,,,4.05634051937754,74.591,22,No
2013-05,2013,Horizonte,3,32.0641718,,,,4.20181818181818,74.591,23,No
2013-06,2013,Horizonte,3,31.4262199,,,,5.31946716260051,74.591,20,No
2013-07,2013,Horizonte,3,31.6376618,,,,5.26015228899572,74.591,23,No
2013-08,2013,Horizonte,3,0.0,,,,5.46271259667266,74.591,21,No
2016-04,2016,Integra,0,10.0306733,51501.4308424758,2012.094,-1.7704,6.54485714285714,75.951,21,No
2016-05,2016,Integra,0,10.0732518,52663.488840372,2011.078,0.1187,6.26581818181818,75.951,22,No
2016-06,2016,Integra,0,10.1151307,51740.4379105752,2010.139,0.4679,6.08436363636364,75.951,22,No
2016-07,2016,Integra,0,10.146875,53583.7692904538,2009.29,3.2736,5.75652380952381,75.951,21,No
2016-08,2016,Integra,0,10.1824415,54341.1570391158,2008.508,7.1898,5.63617391304348,75.951,23,No
2016-09,2016,Integra,0,10.2227014,54229.0746192077,2007.047,12.5593,5.79354545454546,75.951,22,No
2016-10,2016,Integra,0,10.2643357,53958.5539173285,2006.441,10.1917,5.77085714285714,75.951,21,No
2016-11,2016,Integra,0,10.3058976,53641.7145512567,2005.889,5.5307,6.30986363636364,75.951,22,No
2016-12,2016,Integra,0,10.3472586,53984.9622356673,2005.368,6.8675,6.44685714285714,75.951,22,No
2017-01,2017,Integra,0,10.3915504,53939.2017557102,2005.002,10.1253,6.35095454545454,75.958,22,No
2017-02,2017,Integra,0,10.4316277,54208.0043491477,2004.613,9.0965,6.26035,75.958,20,No
2017-03,2017,Integra,0,10.4756779,55043.6831582107,2004.213,6.6264,6.09739130434783,75.958,23,No
2017-04,2017,Integra,0,10.5152938,55628.7552177963,2003.703,7.09,5.87055555555556,75.958,20,No
2017-05,2017,Integra,0,10.5618106,56563.6023711293,2003.421,8.3062,5.71772727272727,75.958,23,No
2017-06,2017,Integra,0,10.6037285,56716.0115864363,2003.312,9.2843,5.57905,75.958,22,No
2017-07,2017,Integra,0,10.6464779,57398.5270752453,2003.066,7.1166,5.65947368421053,75.958,21,No
2017-08,2017,Integra,0,10.6878743,57769.0299364161,2002.71,5.2065,5.46204347826087,75.958,23,No
2017-09,2017,Integra,0,10.7260935,59275.3350257751,2002.347,6.3068,5.34190476190476,75.958,21,No
2017-10,2017,Integra,0,10.7677653,60407.795892001,2002.239,9.2799,5.26331818181818,75.958,22,No
2017-11,2017,Integra,0,10.8059152,60526.0502184775,2002.911,11.433,5.2997619047619,75.958,22,No
2017-12,2017,Integra,0,10.8412377,60945.2537703536,2002.514,11.053,5.24947368421053,75.958,20,No
2018-01,2018,Integra,0,10.8794467,62772.51316,2002.881,13.8367,4.81809523809524,76.018,22,No
2018-02,2018,Integra,0,10.9114463,62059.3928405563,2003.056,13.2626,4.7945,76.018,20,No
2018-03,2018,Integra,0,10.942673,61586.4597179434,2003.46,12.9373,4.845,76.018,22,No
2018-04,2018,Integra,0,10.9740822,61732.661932969,2003.813,11.011,5.0242,76.018,21,No
2018-05,2018,Integra,0,11.0050131,60932.2507905715,2003.949,7.979,5.47227272727273,76.018,23,No
2018-06,2018,Integra,0,11.0336693,60136.1322625172,2004.259,5.6406,5.6626,76.018,21,No
2018-07,2018,Integra,0,11.0657531,61364.6262955657,2004.629,5.253,5.48476190476191,76.018,22,No
2018-08,2018,Integra,0,11.0974094,60918.4079988565,2004.967,5.4054,5.4252380952381,76.018,23,No
2018-09,2018,Integra,0,11.1259953,60811.3799638525,2005.57,3.0936,5.5175,76.018,20,No
2018-10,2018,Integra,0,11.1598484,58758.1828891539,2006.756,-1.8036,5.73181818181818,76.018,23,No
2018-11,2018,Integra,0,11.1917802,60058.2723261226,2008.001,-2.399,5.727,76.018,22,No
2018-12,2018,Integra,0,11.2274625,58515.710669715,2008.747,-3.0118,5.74363157894737,76.018,20,No
2019-01,2019,Integra,0,11.2638694,60133.2319851296,2009.932,-5.5191,5.58772727272727,76.275,22,No
2019-02,2019,Integra,0,11.2989359,60582.7699712057,2010.652,-2.7522,5.4945,76.275,20,No
2019-03,2019,Integra,0,11.3365482,61539.29175,2011.015,-1.7254,5.29923809523809,76.275,21,No
2019-04,2019,Integra,0,11.3777299,62175.5326054532,2011.015,0.1229,5.2158,76.275,22,No
2019-05,2019,Integra,0,11.4194336,61387.4394269657,2011.774,-0.4461,5.13735454545455,76.275,23,No
2019-06,2019,Integra,0,11.4556494,62367.8137365779,2040.86,1.9033,4.81719,76.275,20,No
2019-07,2019,Integra,0,11.4982903,62784.5188372357,2077.202,3.9929,4.4401,76.275,23,No
2019-08,2019,Integra,0,11.5356971,62941.8408489234,2117.325,3.0343,4.228985,76.275,22,No
2019-09,2019,Integra,0,11.5733673,63255.403633338,2156.621,4.5537,4.15212380952381,76.275,21,No
2019-10,2019,Integra,0,11.6091476,63993.8713744339,2199.615,7.4333,4.07454285714286,76.275,23,No
2019-11,2019,Integra,0,11.6433778,64092.9006913409,2199.615,8.0871,4.23969,76.275,21,No
2019-12,2019,Integra,0,11.6787713,64826.3997568323,2271.231,10.0464,4.3559380952381,76.275,21,No
2020-01,2020,Integra,0,11.713493,65087.491096089,2310.363,10.0033,4.50230909090909,73.832,22,No
2020-02,2020,Integra,0,11.7427821,63679.6413267758,2345.582,8.622,4.258095,73.832,20,No
2020-03,2020,Integra,0,11.7848757,56839.2636302646,2374.274,-3.2129,5.08725909090909,73.832,22,No
2020-04,2020,Integra,0,11.8163726,57042.0582013098,2374.274,-7.1135,5.0255,73.832,22,No
2020-05,2020,Integra,0,11.8485173,58036.330546069,2407.347,-3.1779,4.4295,73.832,21,No
2020-06,2020,Integra,0,11.8779073,56502.136816339,2429.884,-0.2418,4.39,73.832,22,No
2020-07,2020,Integra,0,11.9036207,55612.04737624,2461.931,-0.1257,4.24045454545455,73.832,23,No
2020-08,2020,Integra,0,11.9288531,56315.293606906,2495.068,3.1678,4.06714285714286,73.832,21,No
2020-09,2020,Integra,0,11.9538498,55904.39480296,2528.481,1.9266,4.18681818181818,73.832,22,No
2020-10,2020,Integra,0,11.9785926,55840.548464378,2567.213,2.1973,4.20545454545454,73.832,22,No
2020-11,2020,Integra,0,11.994386400000002,59025.553918275,2608.659,3.7866,4.01450476190476,73.832,21,No
2020-12,2020,Integra,0,12.0076156,59947.907269463,2641.313,7.6509,3.63264285714286,73.832,22,No
2021-01,2021,Integra,0,12.019285,59324.806249068,2673.222,8.6065,3.658,71.596,20,No
2021-02,2021,Integra,0,12.0284551,58761.361652702,2708.955,9.7357,3.9115,71.596,20,No
2021-03,2021,Integra,0,12.0343507,57720.573410359,2742.978,19.3514,4.68608695652174,71.596,23,No
2021-04,2021,Integra,0,12.034899,57424.366262715,2777.313,21.7927,5.09,71.596,22,No
2021-05,2021,Integra,0,12.0403199,59519.988391671,2813.095,19.9782,4.99,71.596,21,No
2021-06,2021,Integra,0,12.0453123,56928.478484167,2856.044,15.5665,5.27323809523809,71.596,22,No
2021-07,2021,Integra,0,12.0470236,53032.80537743,2897.334,10.8805,5.6647,71.596,22,No
2021-08,2021,Integra,0,12.0403703,49076.132598373,2944.433,5.7496,6.35523809523809,71.596,22,No
2021-09,2021,Integra,0,12.0411084,46510.0391320562,2995.66,7.7466,6.34227272727273,71.596,22,No
2021-10,2021,Integra,0,12.052485999999998,47520.7088040986,3049.041,7.4078,5.9495,71.596,21,No
2021-11,2021,Integra,0,12.0634058,47801.646603868,3094.134,6.4523,5.86571428571429,71.596,22,No
2021-12,2021,Integra,0,12.0811833,48097.2429163364,3135.688,1.2205,5.92563636363636,71.596,23,No
2022-01,2022,Integra,0,12.1005856,47519.172022121,3183.288,-1.5146,6.07457142857143,76.834,21,No
2022-02,2022,Integra,0,12.1256179,47606.778823599,3228.654,-4.7876,6.071,76.834,20,No
2022-03,2022,Integra,0,12.1599053,47781.2407212097,3274.989,-4.242,6.59782608695652,76.834,23,No
2022-04,2022,Integra,0,12.1928906,46729.388776355,3320.75,-6.2246,7.37315789473684,76.834,21,No
2022-05,2022,Integra,0,12.240349000000002,45577.4985340415,3367.81,-12.7299,7.92363636363636,76.834,22,No
2022-06,2022,Integra,0,12.2854007,44770.0921205094,3419.381,-15.0144,7.858,76.834,22,No
2022-07,2022,Integra,0,12.328253,43644.8273825386,3468.216,-14.6607,8.21631578947368,76.834,21,No
2022-08,2022,Integra,0,12.3782654,40304.5109712043,3521.083,-12.5754,7.90872727272727,76.834,23,No
2022-09,2022,Integra,0,12.4337321,37382.8891580912,3578.515,-16.3814,8.30590909090909,76.834,22,No
2022-10,2022,Integra,0,12.4989153,37665.1611913742,3634.898,-13.8551,8.64571428571429,76.834,21,No
2022-11,2022,Integra,0,12.568879,38662.7695339374,3680.194,-13.4861,7.86476190476191,76.834,22,No
2022-12,2022,Integra,0,12.6393375,38159.3977466136,3716.181,-13.521,7.8615,76.834,22,No
2023-01,2023,Integra,0,12.7225174,39198.4618485017,3764.987,-10.2893,7.95952380952381,77.74,22,No
2023-02,2023,Integra,0,12.8000426,38818.0897611384,3807.321,-11.5392,7.87935,77.74,20,No
2023-03,2023,Integra,0,12.88959,39468.157335006,3851.633,-10.1102,7.71669565217391,77.74,23,No
2023-04,2023,Integra,0,12.972259200000002,39594.048673194,3886.246,-7.5397,7.48888888888889,77.74,20,No
2023-05,2023,Integra,0,13.0682233,39691.8508923026,3930.037,-5.3306,7.275,77.74,23,No
2023-06,2023,Integra,0,13.1544983,40502.5313685217,3969.748,-0.6494,7.07380952380952,77.74,22,No
2023-07,2023,Integra,0,13.2481569,41338.5694190581,4006.567,-0.2016,6.7555,77.74,21,No
2023-08,2023,Integra,0,13.3350024,41724.042154803,4048.684,2.2245,6.84409090909091,77.74,23,No
2023-09,2023,Integra,0,13.4210176,41515.3426089151,4091.274,2.4471,6.96857142857143,77.74,21,No
2023-10,2023,Integra,0,13.5165005,41252.34593728,4128.713,-0.3663,7.62454545454545,77.74,22,No
2023-11,2023,Integra,0,13.6060603,42200.8874214358,4162.18,-0.8673,7.17190476190476,77.74,22,No
2023-12,2023,Integra,0,13.6934409,44038.7369252789,4195.198,5.5771,6.86847368421053,77.74,20,No
2024-01,2024,Integra,0,13.7828823,44837.2868246509,4240.244,4.586,6.67952380952381,77.941,22,No
2024-02,2024,Integra,0,13.8575128,45455.4433049356,4280.115,6.6631,6.75380952380952,77.941,21,No
2024-03,2024,Integra,0,13.9259885,45308.5888884558,4319.452,4.7592,7.00578947368421,77.941,21,No
2024-04,2024,Integra,0,14.0079902,44744.9525049,4370.682,4.1312,7.38204545454545,77.941,22,No
2024-05,2024,Integra,0,14.083742,45889.072572986,4422.935,6.6868,7.09540909090909,77.941,23,No
2024-06,2024,Integra,0,14.1518254,43399.49945668,4466.951,5.7489,7.08842105263158,77.941,20,No
2024-07,2024,Integra,0,14.2302932,39499.604532726,4509.271,3.9556,6.9725,77.941,23,No
2024-08,2024,Integra,0,14.3030811,38164.64177989,4551.005,4.7012,6.5835,77.941,22,No
2024-09,2024,Integra,0,14.3432811,37232.939498719,4590.232,7.4734,6.36185714285714,77.941,21,No
2024-10,2024,Integra,0,14.4434847,36719.593332635,4631.794,7.7124,6.52246818181818,77.941,23,No
2024-11,2024,Integra,0,14.5031589,37156.657724251,4672.761,6.8864,6.669,77.941,21,No
2024-12,2024,Integra,0,14.5651052,37246.216114169,4709.501,2.9693,6.62515789473684,77.941,21,No
2025-01,2025,Integra,0,14.6242351,37640.416859409,4760.268,1.9713,6.69,,22,No
2025-02,2025,Integra,0,14.6762344,37599.151642133,4803.295,0.0457,6.4725,,20,No
2025-03,2025,Integra,0,14.7346939,37730.679901225,4845.25,0.4699,6.4852380952381,,21,No
2025-04,2025,Integra,0,14.7927422,37961.995036739,4895.578,0.8919,6.604,,22,No
2025-05,2025,Integra,0,14.8491198,38686.339377443,4938.671,-0.0418,6.48666666666667,,22,No
2025-06,2025,Integra,0,14.9064957,39987.078879971,4934.849,1.4351,6.41190476190476,,21,No
2025-07,2025,Integra,0,14.9659364,40989.591697117,4931.847,3.3485,6.18745,,23,No
2025-08,2025,Integra,0,15.0189241,41900.128276707,4929.386,4.22,6.01696,,21,No
2025-09,2025,Integra,0,15.0785153,43280.467983869,4926.119,5.1998,6.12590909090909,,22,No
2025-10,2025,Integra,0,15.1353699,43307.513708609,4919.734,4.854,6.10583636363637,,23,No
2025-11,2025,Integra,0,15.186261000000002,41849.434920569,4914.674,4.4876,6.00445,,20,No
2025-12,2025,Integra,0,15.2479038,39507.816647423,4910.011,8.9353,5.82715789473684,,22,No
2010-01,2010,Integra,1,13.8751939,20688.3434357649,1158.323,29.5137,5.75655,72.886,20,No
2010-02,2010,Integra,1,13.8549906,20956.5692034118,1161.962,25.0676,6.09765,72.886,20,No
2010-03,2010,Integra,1,14.0938425,21942.9405146009,1164.736,27.5592,6.0925652173913,72.886,23,No
2010-04,2010,Integra,1,14.1302482,22277.339212491,1167.793,21.781,5.9814,72.886,21,No
2010-05,2010,Integra,1,13.9132753,21717.5318322061,1170.326,14.1865,6.16133333333333,72.886,21,No
2010-06,2010,Integra,1,13.8415893,21423.5604746244,1173.688,10.8518,6.3284,72.886,22,No
2010-07,2010,Integra,1,14.196344,22543.0711499525,1176.543,11.4005,6.00815789473684,72.886,22,No
2010-08,2010,Integra,1,14.3746016,23057.6769460309,1180.314,11.6166,5.6217619047619,72.886,22,No
2010-09,2010,Integra,1,14.6402713,24481.1677637736,1185.285,10.8828,5.73390909090909,72.886,22,No
2010-10,2010,Integra,1,14.9338482,25609.8848948151,1191.195,12.9454,5.49245,72.886,21,No
2010-11,2010,Integra,1,14.8943859,25577.7319203492,1197.32,13.4513,5.70457142857143,72.886,22,No
2010-12,2010,Integra,1,15.0509923,26327.0907402711,1201.525,14.0775,5.89795,72.886,23,No
2011-01,2011,Integra,1,15.0172871,25665.0214522437,1207.042,13.2927,5.84628571428571,73.327,21,No
2011-02,2011,Integra,1,15.0359841,25722.9530095657,1213.854,16.2652,6.01595,73.327,20,No
2011-03,2011,Integra,1,14.9325398,25317.1806747169,1220.114,10.652,6.35333612040134,73.327,23,No
2011-04,2011,Integra,1,14.8719479,24838.6486050112,1226.4,4.3676,6.94410092633545,73.327,20,No
2011-05,2011,Integra,1,15.0542569,25246.7989244324,1232.574,8.5064,6.72250202228567,73.327,22,No
2011-06,2011,Integra,1,15.0641555,24444.8346936199,1238.816,6.4827,6.45763825900731,73.327,22,No
2011-07,2011,Integra,1,15.3051912,25367.4910432491,1245.269,6.8031,6.23626241920591,73.327,21,No
2011-08,2011,Integra,1,15.4980504,25381.7429362651,1251.797,2.3936,5.92853521749067,73.327,23,No
2011-09,2011,Integra,1,15.0008989,23313.2603410815,1259.025,-1.93,5.62017803787122,73.327,22,No
2011-10,2011,Integra,1,15.3894685,24790.6359468397,1266.616,-9.7804,5.72483222108669,73.327,21,No
2011-11,2011,Integra,1,15.3236752,24642.9156716303,1274.215,-9.7759,5.66734322961868,73.327,22,No
2011-12,2011,Integra,1,15.3404742,24439.142,1280.289,-11.0815,5.6953293398377,73.327,22,No
2012-01,2012,Integra,1,15.7037868,26003.4388506942,1287.904,-7.2652,5.6877609398031,73.979,22,No
2012-02,2012,Integra,1,15.9658158,26618.9261255929,1294.669,-2.8265,5.55203643226112,73.979,21,No
2012-03,2012,Integra,1,16.0530212,26818.5075044077,1303.172,-1.0564,5.40746192764249,73.979,22,No
2012-04,2012,Integra,1,16.2305271,26951.6061302989,1310.248,1.8744,5.31709184145608,73.979,20,No
2012-05,2012,Integra,1,16.0843028,26199.5509684671,1318.215,-1.3075,5.1611689535073,73.979,23,No
2012-06,2012,Integra,1,16.3832109,26585.8025014636,1325.682,0.6305,5.14383563093637,73.979,21,No
2012-07,2012,Integra,1,16.5039179,26424.1615888448,1333.538,0.3866,5.02354166666667,73.979,22,No
2012-08,2012,Integra,1,16.6394306,26694.937946232,1343.354,0.8037,4.85419437482595,73.979,23,No
2012-09,2012,Integra,1,16.9182761,27629.255306748,1356.81,3.3348,4.67659618205868,73.979,20,No
2012-10,2012,Integra,1,17.0364845,27669.7557726749,1355.926,7.3621,4.55363674242424,73.979,23,No
2012-11,2012,Integra,1,17.1904716,27973.2700872909,1355.011,6.3614,4.45981283452211,73.979,22,No
2012-12,2012,Integra,1,17.4305859,28648.0424701848,1354.386,8.4508,4.16331561657297,73.979,20,No
2013-01,2013,Integra,1,17.6939618,29405.2361076181,1353.581,8.3833,4.06750469795356,74.591,22,No
2013-02,2013,Integra,1,17.7436411,29319.8105111911,1352.519,4.5887,4.15190764118355,74.591,20,No
2013-03,2013,Integra,1,17.8084104,29606.5275025651,1352.026,4.2507,4.14838614187719,74.591,20,No
2013-04,2013,Integra,1,18.0395969,29721.6097636983,1350.876,3.9827,4.05634051937754,74.591,22,No
2013-05,2013,Integra,1,17.5683068,29089.3985170919,1350.653,6.6483,4.20181818181818,74.591,23,No
2013-06,2013,Integra,1,17.0821845,28416.6635595262,1350.271,2.5519,5.31946716260051,74.591,20,No
2013-07,2013,Integra,1,17.2546343,28909.6293029103,1350.91,0.5425,5.26015228899572,74.591,23,No
2013-08,2013,Integra,1,16.913673,39910.4959581123,2053.52,0.9448,5.46271259667266,74.591,22,No
2013-09,2013,Integra,1,17.1824197,40501.4741801211,2052.571,-0.907,5.60047619047619,74.591,21,No
2013-10,2013,Integra,1,17.3805938,41636.4351874253,2051.476,-0.6531,5.31727272727273,74.591,23,No
2013-11,2013,Integra,1,17.3469756,41298.2343252109,2050.018,-0.1194,5.467,74.591,21,No
2013-12,2013,Integra,1,17.4401957,41961.357479324,2048.904,-1.702,5.6055,74.591,21,No
2014-01,2014,Integra,1,17.3415497,41364.0960518514,2047.483,-3.4685,5.72,75.26,22,No
2014-02,2014,Integra,1,17.4590667,41945.9452760996,2046.393,-5.369,6.4255,75.26,20,No
2014-03,2014,Integra,1,17.5796396,42191.0961802607,2045.334,-4.2655,6.16490476190476,75.26,21,No
2014-04,2014,Integra,1,17.7584642,43058.0442311752,2043.98,-3.3281,5.951,75.26,21,No
