periodo,codigo_serie,afp,variable,valor
Jun.2013,PN01171MM,Profuturo,valor_fondo_mill_soles,14361.1160782541
Jun.2013,PN01174MM,Habitat,afiliados_miles,4.354
Jun.2013,PN01175MM,Integra,afiliados_miles,1350.271
Jun.2013,PN01176MM,Prima,afiliados_miles,1476.493
Jun.2013,PN01177MM,Profuturo,afiliados_miles,1150.99
Jun.2013,PN01179MM,Habitat,rentab_real_12m,0
Jun.2013,PN01180MM,Integra,rentab_real_12m,2.5519
Jul.2013,PN01168MM,Habitat,valor_fondo_mill_soles,0.6127599774699
Jul.2013,PN01169MM,Integra,valor_fondo_mill_soles,28909.6293029103
Jul.2013,PN01170MM,Prima,valor_fondo_mill_soles,29904.5310136208
Jul.2013,PN01171MM,Profuturo,valor_fondo_mill_soles,14632.2487854406
Jul.2013,PN01174MM,Habitat,afiliados_miles,12.474
Jul.2013,PN01175MM,Integra,afiliados_miles,1350.91
Jul.2013,PN01176MM,Prima,afiliados_miles,1477.894
Jul.2013,PN01177MM,Profuturo,afiliados_miles,1151.129
Jul.2013,PN01179MM,Habitat,rentab_real_12m,0
Jul.2013,PN01180MM,Integra,rentab_real_12m,0.5425
Ago.2013,PN01168MM,Habitat,valor_fondo_mill_soles,2.3824862831919
Ago.2013,PN01169MM,Integra,valor_fondo_mill_soles,39910.4959581123
Ago.2013,PN01170MM,Prima,valor_fondo_mill_soles,29870.7937187055
Ago.2013,PN01171MM,Profuturo,valor_fondo_mill_soles,25578.5791186635
Ago.2013,PN01174MM,Habitat,afiliados_miles,51.556
Ago.2013,PN01175MM,Integra,afiliados_miles,2053.52
Ago.2013,PN01176MM,Prima,afiliados_miles,1477.308
Ago.2013,PN01177MM,Profuturo,afiliados_miles,1852.256
Ago.2013,PN01179MM,Habitat,rentab_real_12m,0
Ago.2013,PN01180MM,Integra,rentab_real_12m,0.9448
Sep.2013,PN01168MM,Habitat,valor_fondo_mill_soles,14.3902319365539
Sep.2013,PN01169MM,Integra,valor_fondo_mill_soles,40501.4741801211
Sep.2013,PN01170MM,Prima,valor_fondo_mill_soles,30619.3740989564
Sep.2013,PN01171MM,Profuturo,valor_fondo_mill_soles,26023.0071591625
Sep.2013,PN01174MM,Habitat,afiliados_miles,67.183
Sep.2013,PN01175MM,Integra,afiliados_miles,2052.571
Sep.2013,PN01176MM,Prima,afiliados_miles,1477.358
Sep.2013,PN01177MM,Profuturo,afiliados_miles,1851.329
Sep.2013,PN01179MM,Habitat,rentab_real_12m,n.d.
Sep.2013,PN01180MM,Integra,rentab_real_12m,-0.907
Oct.2013,PN01168MM,Habitat,valor_fondo_mill_soles,39.2878933282179
Oct.2013,PN01169MM,Integra,valor_fondo_mill_soles,41636.4351874253
Oct.2013,PN01170MM,Prima,valor_fondo_mill_soles,31555.9002037275
Oct.2013,PN01171MM,Profuturo,valor_fondo_mill_soles,26548.9487467312
Oct.2013,PN01174MM,Habitat,afiliados_miles,78.905
Oct.2013,PN01175MM,Integra,afiliados_miles,2051.476
Oct.2013,PN01176MM,Prima,afiliados_miles,1476.379
Oct.2013,PN01177MM,Profuturo,afiliados_miles,1850.505
Oct.2013,PN01179MM,Habitat,rentab_real_12m,n.d.
Oct.2013,PN01180MM,Integra,rentab_real_12m,-0.6531
Nov.2013,PN01168MM,Habitat,valor_fondo_mill_soles,60.1064138523824
Nov.2013,PN01169MM,Integra,valor_fondo_mill_soles,41298.2343252109
Nov.2013,PN01170MM,Prima,valor_fondo_mill_soles,31434.8534871525
Nov.2013,PN01171MM,Profuturo,valor_fondo_mill_soles,26589.9845540636
Nov.2013,PN01174MM,Habitat,afiliados_miles,95.061
Nov.2013,PN01175MM,Integra,afiliados_miles,2050.018
Nov.2013,PN01176MM,Prima,afiliados_miles,1475.667
Nov.2013,PN01177MM,Profuturo,afiliados_miles,1849.873
Nov.2013,PN01179MM,Habitat,rentab_real_12m,n.d.
Nov.2013,PN01180MM,Integra,rentab_real_12m,-0.1194
Dic.2013,PN01168MM,Habitat,valor_fondo_mill_soles,82.7128584923975
Dic.2013,PN01169MM,Integra,valor_fondo_mill_soles,41961.357479324
Dic.2013,PN01170MM,Prima,valor_fondo_mill_soles,32074.1563803048
Dic.2013,PN01171MM,Profuturo,valor_fondo_mill_soles,26994.7845422648
Dic.2013,PN01174MM,Habitat,afiliados_miles,110.385
Dic.2013,PN01175MM,Integra,afiliados_miles,2048.904
Dic.2013,PN01176MM,Prima,afiliados_miles,1473.196
Dic.2013,PN01177MM,Profuturo,afiliados_miles,1849.285
Dic.2013,PN01179MM,Habitat,rentab_real_12m,n.d.
Dic.2013,PN01180MM,Integra,rentab_real_12m,-1.702
Ene.2014,PN01168MM,Habitat,valor_fondo_mill_soles,118.524303842298
Ene.2014,PN01169MM,Integra,valor_fondo_mill_soles,41364.0960518514
Ene.2014,PN01170MM,Prima,valor_fondo_mill_soles,31819.001656853
Ene.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,26642.613268761
Ene.2014,PN01174MM,Habitat,afiliados_miles,130.042
Ene.2014,PN01175MM,Integra,afiliados_miles,2047.483
Ene.2014,PN01176MM,Prima,afiliados_miles,1469.115
Ene.2014,PN01177MM,Profuturo,afiliados_miles,1848.822
Ene.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Ene.2014,PN01180MM,Integra,rentab_real_12m,-3.4685
Feb.2014,PN01168MM,Habitat,valor_fondo_mill_soles,151.793323514733
Feb.2014,PN01169MM,Integra,valor_fondo_mill_soles,41945.9452760996
Feb.2014,PN01170MM,Prima,valor_fondo_mill_soles,32483.9332813611
Feb.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,27100.479537649
Feb.2014,PN01174MM,Habitat,afiliados_miles,153.77
Feb.2014,PN01175MM,Integra,afiliados_miles,2046.393
Feb.2014,PN01176MM,Prima,afiliados_miles,1468.442
Feb.2014,PN01177MM,Profuturo,afiliados_miles,1848.052
Feb.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Feb.2014,PN01180MM,Integra,rentab_real_12m,-5.369
Mar.2014,PN01168MM,Habitat,valor_fondo_mill_soles,169.738166437884
Mar.2014,PN01169MM,Integra,valor_fondo_mill_soles,42191.0961802607
Mar.2014,PN01170MM,Prima,valor_fondo_mill_soles,32612.8370808411
Mar.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,27220.3843545052
Mar.2014,PN01174MM,Habitat,afiliados_miles,177.611
Mar.2014,PN01175MM,Integra,afiliados_miles,2045.334
Mar.2014,PN01176MM,Prima,afiliados_miles,1467.097
Mar.2014,PN01177MM,Profuturo,afiliados_miles,1847.104
Mar.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Mar.2014,PN01180MM,Integra,rentab_real_12m,-4.2655
Abr.2014,PN01168MM,Habitat,valor_fondo_mill_soles,196.783595397938
Abr.2014,PN01169MM,Integra,valor_fondo_mill_soles,43058.0442311752
Abr.2014,PN01170MM,Prima,valor_fondo_mill_soles,33273.0675632768
Abr.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,27599.6586927491
Abr.2014,PN01174MM,Habitat,afiliados_miles,198.481
Abr.2014,PN01175MM,Integra,afiliados_miles,2043.98
Abr.2014,PN01176MM,Prima,afiliados_miles,1466.526
Abr.2014,PN01177MM,Profuturo,afiliados_miles,1846.122
Abr.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Abr.2014,PN01180MM,Integra,rentab_real_12m,-3.3281
May.2014,PN01168MM,Habitat,valor_fondo_mill_soles,220.817518971707
May.2014,PN01169MM,Integra,valor_fondo_mill_soles,43441.696610708
May.2014,PN01170MM,Prima,valor_fondo_mill_soles,33621.1906922803
May.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,27852.4492556967
May.2014,PN01174MM,Habitat,afiliados_miles,218.489
May.2014,PN01175MM,Integra,afiliados_miles,2043.05
May.2014,PN01176MM,Prima,afiliados_miles,1465.482
May.2014,PN01177MM,Profuturo,afiliados_miles,1845.242
May.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
May.2014,PN01180MM,Integra,rentab_real_12m,-2.4121
Jun.2014,PN01168MM,Habitat,valor_fondo_mill_soles,254.457561253985
Jun.2014,PN01169MM,Integra,valor_fondo_mill_soles,44398.2134250265
Jun.2014,PN01170MM,Prima,valor_fondo_mill_soles,34354.8343637763
Jun.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,28490.2028138906
Jun.2014,PN01174MM,Habitat,afiliados_miles,241.975
Jun.2014,PN01175MM,Integra,afiliados_miles,2042.154
Jun.2014,PN01176MM,Prima,afiliados_miles,1465.058
Jun.2014,PN01177MM,Profuturo,afiliados_miles,1844.248
Jun.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Jun.2014,PN01180MM,Integra,rentab_real_12m,3.0085
Jul.2014,PN01168MM,Habitat,valor_fondo_mill_soles,289.399446680289
Jul.2014,PN01169MM,Integra,valor_fondo_mill_soles,44431.3329823239
Jul.2014,PN01170MM,Prima,valor_fondo_mill_soles,34501.227717318
Jul.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,28519.2200628918
Jul.2014,PN01174MM,Habitat,afiliados_miles,265.577
Jul.2014,PN01175MM,Integra,afiliados_miles,2040.934
Jul.2014,PN01176MM,Prima,afiliados_miles,1464.342
Jul.2014,PN01177MM,Profuturo,afiliados_miles,1840.827
Jul.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Jul.2014,PN01180MM,Integra,rentab_real_12m,4.6393
Ago.2014,PN01168MM,Habitat,valor_fondo_mill_soles,328.691058171731
Ago.2014,PN01169MM,Integra,valor_fondo_mill_soles,45508.3128438784
Ago.2014,PN01170MM,Prima,valor_fondo_mill_soles,35415.421273194
Ago.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,29124.6206285025
Ago.2014,PN01174MM,Habitat,afiliados_miles,313.094
Ago.2014,PN01175MM,Integra,afiliados_miles,2040.224
Ago.2014,PN01176MM,Prima,afiliados_miles,1463.763
Ago.2014,PN01177MM,Profuturo,afiliados_miles,1839.637
Ago.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Ago.2014,PN01180MM,Integra,rentab_real_12m,5.3782
Sep.2014,PN01168MM,Habitat,valor_fondo_mill_soles,364.194387414162
Sep.2014,PN01169MM,Integra,valor_fondo_mill_soles,45172.8488759125
Sep.2014,PN01170MM,Prima,valor_fondo_mill_soles,35286.1563729471
Sep.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,29109.6856038529
Sep.2014,PN01174MM,Habitat,afiliados_miles,341.969
Sep.2014,PN01175MM,Integra,afiliados_miles,2038.801
Sep.2014,PN01176MM,Prima,afiliados_miles,1462.728
Sep.2014,PN01177MM,Profuturo,afiliados_miles,1838.457
Sep.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Sep.2014,PN01180MM,Integra,rentab_real_12m,6.6759
Oct.2014,PN01168MM,Habitat,valor_fondo_mill_soles,417.840822683961
Oct.2014,PN01169MM,Integra,valor_fondo_mill_soles,45818.0541435563
Oct.2014,PN01170MM,Prima,valor_fondo_mill_soles,35823.8021535645
Oct.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,29593.6613865673
Oct.2014,PN01174MM,Habitat,afiliados_miles,364.612
Oct.2014,PN01175MM,Integra,afiliados_miles,2037.496
Oct.2014,PN01176MM,Prima,afiliados_miles,1461.672
Oct.2014,PN01177MM,Profuturo,afiliados_miles,1836.039
Oct.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Oct.2014,PN01180MM,Integra,rentab_real_12m,3.5717
Nov.2014,PN01168MM,Habitat,valor_fondo_mill_soles,457.299953690019
Nov.2014,PN01169MM,Integra,valor_fondo_mill_soles,46130.7679387822
Nov.2014,PN01170MM,Prima,valor_fondo_mill_soles,36196.1371537096
Nov.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,29844.0862250768
Nov.2014,PN01174MM,Habitat,afiliados_miles,383.796
Nov.2014,PN01175MM,Integra,afiliados_miles,2034.782
Nov.2014,PN01176MM,Prima,afiliados_miles,1461.026
Nov.2014,PN01177MM,Profuturo,afiliados_miles,1835.332
Nov.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Nov.2014,PN01180MM,Integra,rentab_real_12m,4.7619
Dic.2014,PN01168MM,Habitat,valor_fondo_mill_soles,499.521831077925
Dic.2014,PN01169MM,Integra,valor_fondo_mill_soles,46449.9117017821
Dic.2014,PN01170MM,Prima,valor_fondo_mill_soles,36415.7529972408
Dic.2014,PN01171MM,Profuturo,valor_fondo_mill_soles,30101.6220043638
Dic.2014,PN01174MM,Habitat,afiliados_miles,400.388
Dic.2014,PN01175MM,Integra,afiliados_miles,2033.292
Dic.2014,PN01176MM,Prima,afiliados_miles,1460.015
Dic.2014,PN01177MM,Profuturo,afiliados_miles,1834.17
Dic.2014,PN01179MM,Habitat,rentab_real_12m,n.d.
Dic.2014,PN01180MM,Integra,rentab_real_12m,5.4571
Ene.2015,PN01168MM,Habitat,valor_fondo_mill_soles,553.404456637696
Ene.2015,PN01169MM,Integra,valor_fondo_mill_soles,47176.8355028984
Ene.2015,PN01170MM,Prima,valor_fondo_mill_soles,36962.0755990783
Ene.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,30575.6945149597
Ene.2015,PN01174MM,Habitat,afiliados_miles,424.525
Ene.2015,PN01175MM,Integra,afiliados_miles,2032.071
Ene.2015,PN01176MM,Prima,afiliados_miles,1459.088
Ene.2015,PN01177MM,Profuturo,afiliados_miles,1832.994
Ene.2015,PN01179MM,Habitat,rentab_real_12m,5.5501
Ene.2015,PN01180MM,Integra,rentab_real_12m,4.9837
Feb.2015,PN01168MM,Habitat,valor_fondo_mill_soles,619.627586273459
Feb.2015,PN01169MM,Integra,valor_fondo_mill_soles,48221.7278501068
Feb.2015,PN01170MM,Prima,valor_fondo_mill_soles,37876.8825212366
Feb.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,31400.5225035412
Feb.2015,PN01174MM,Habitat,afiliados_miles,449.403
Feb.2015,PN01175MM,Integra,afiliados_miles,2030.258
Feb.2015,PN01176MM,Prima,afiliados_miles,1458.244
Feb.2015,PN01177MM,Profuturo,afiliados_miles,1831.728
Feb.2015,PN01179MM,Habitat,rentab_real_12m,10.6028
Feb.2015,PN01180MM,Integra,rentab_real_12m,9.5732
Mar.2015,PN01168MM,Habitat,valor_fondo_mill_soles,670.97242395998
Mar.2015,PN01169MM,Integra,valor_fondo_mill_soles,47865.7281942429
Mar.2015,PN01170MM,Prima,valor_fondo_mill_soles,37624.120003468
Mar.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,31275.3808079787
Mar.2015,PN01174MM,Habitat,afiliados_miles,472.399
Mar.2015,PN01175MM,Integra,afiliados_miles,2029.139
Mar.2015,PN01176MM,Prima,afiliados_miles,1457.713
Mar.2015,PN01177MM,Profuturo,afiliados_miles,1830.357
Mar.2015,PN01179MM,Habitat,rentab_real_12m,9.4776
Mar.2015,PN01180MM,Integra,rentab_real_12m,8.0514
Abr.2015,PN01168MM,Habitat,valor_fondo_mill_soles,739.387263840784
Abr.2015,PN01169MM,Integra,valor_fondo_mill_soles,48820.9681498741
Abr.2015,PN01170MM,Prima,valor_fondo_mill_soles,38363.8683269944
Abr.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,31877.6393588527
Abr.2015,PN01174MM,Habitat,afiliados_miles,493.964
Abr.2015,PN01175MM,Integra,afiliados_miles,2028.191
Abr.2015,PN01176MM,Prima,afiliados_miles,1456.873
Abr.2015,PN01177MM,Profuturo,afiliados_miles,1829.332
Abr.2015,PN01179MM,Habitat,rentab_real_12m,10.5509
Abr.2015,PN01180MM,Integra,rentab_real_12m,8.7067
May.2015,PN01168MM,Habitat,valor_fondo_mill_soles,825.410912434398
May.2015,PN01169MM,Integra,valor_fondo_mill_soles,49447.6971639448
May.2015,PN01170MM,Prima,valor_fondo_mill_soles,38852.4474606399
May.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,32307.0934007044
May.2015,PN01174MM,Habitat,afiliados_miles,516.111
May.2015,PN01175MM,Integra,afiliados_miles,2027.109
May.2015,PN01176MM,Prima,afiliados_miles,1455.922
May.2015,PN01177MM,Profuturo,afiliados_miles,1828.265
May.2015,PN01179MM,Habitat,rentab_real_12m,9.1122
May.2015,PN01180MM,Integra,rentab_real_12m,7.3719
Jun.2015,PN01168MM,Habitat,valor_fondo_mill_soles,902.29658401926
Jun.2015,PN01169MM,Integra,valor_fondo_mill_soles,49211.5496087756
Jun.2015,PN01170MM,Prima,valor_fondo_mill_soles,38666.1851746251
Jun.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,32190.5096211775
Jun.2015,PN01174MM,Habitat,afiliados_miles,537.86
Jun.2015,PN01175MM,Integra,afiliados_miles,2024.722
Jun.2015,PN01176MM,Prima,afiliados_miles,1455.214
Jun.2015,PN01177MM,Profuturo,afiliados_miles,1826.793
Jun.2015,PN01179MM,Habitat,rentab_real_12m,6.9179
Jun.2015,PN01180MM,Integra,rentab_real_12m,5.3229
Jul.2015,PN01168MM,Habitat,valor_fondo_mill_soles,994.489501188383
Jul.2015,PN01169MM,Integra,valor_fondo_mill_soles,49370.1804239804
Jul.2015,PN01170MM,Prima,valor_fondo_mill_soles,38700.200321438
Jul.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,32322.8449506721
Jul.2015,PN01174MM,Habitat,afiliados_miles,558.501
Jul.2015,PN01175MM,Integra,afiliados_miles,2023.157
Jul.2015,PN01176MM,Prima,afiliados_miles,1454.99
Jul.2015,PN01177MM,Profuturo,afiliados_miles,1825.792
Jul.2015,PN01179MM,Habitat,rentab_real_12m,5.4156
Jul.2015,PN01180MM,Integra,rentab_real_12m,4.0585
Ago.2015,PN01168MM,Habitat,valor_fondo_mill_soles,1052.2071335289
Ago.2015,PN01169MM,Integra,valor_fondo_mill_soles,47380.063629208
Ago.2015,PN01170MM,Prima,valor_fondo_mill_soles,37242.1647067515
Ago.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,31174.4848224656
Ago.2015,PN01174MM,Habitat,afiliados_miles,582.602
Ago.2015,PN01175MM,Integra,afiliados_miles,2021.589
Ago.2015,PN01176MM,Prima,afiliados_miles,1453.99
Ago.2015,PN01177MM,Profuturo,afiliados_miles,1824.469
Ago.2015,PN01179MM,Habitat,rentab_real_12m,3.6501
Ago.2015,PN01180MM,Integra,rentab_real_12m,2.0379
Sep.2015,PN01168MM,Habitat,valor_fondo_mill_soles,1117.37724344271
Sep.2015,PN01169MM,Integra,valor_fondo_mill_soles,46559.4142938428
Sep.2015,PN01170MM,Prima,valor_fondo_mill_soles,36530.6773722108
Sep.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,30588.3744972622
Sep.2015,PN01174MM,Habitat,afiliados_miles,607.872
Sep.2015,PN01175MM,Integra,afiliados_miles,2020.045
Sep.2015,PN01176MM,Prima,afiliados_miles,1454.302
Sep.2015,PN01177MM,Profuturo,afiliados_miles,1823.047
Sep.2015,PN01179MM,Habitat,rentab_real_12m,-1.3433
Sep.2015,PN01180MM,Integra,rentab_real_12m,-3.2336
Oct.2015,PN01168MM,Habitat,valor_fondo_mill_soles,1270.56297317667
Oct.2015,PN01169MM,Integra,valor_fondo_mill_soles,48996.9212469303
Oct.2015,PN01170MM,Prima,valor_fondo_mill_soles,38549.9876419851
Oct.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,32229.7697295371
Oct.2015,PN01174MM,Habitat,afiliados_miles,631.474
Oct.2015,PN01175MM,Integra,afiliados_miles,2019.097
Oct.2015,PN01176MM,Prima,afiliados_miles,1454.385
Oct.2015,PN01177MM,Profuturo,afiliados_miles,1821.995
Oct.2015,PN01179MM,Habitat,rentab_real_12m,2.0942
Oct.2015,PN01180MM,Integra,rentab_real_12m,0.551
Nov.2015,PN01168MM,Habitat,valor_fondo_mill_soles,1410.86925283671
Nov.2015,PN01169MM,Integra,valor_fondo_mill_soles,50165.8750563644
Nov.2015,PN01170MM,Prima,valor_fondo_mill_soles,39466.0689015436
Nov.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,33156.9467577335
Nov.2015,PN01174MM,Habitat,afiliados_miles,654.191
Nov.2015,PN01175MM,Integra,afiliados_miles,2017.752
Nov.2015,PN01176MM,Prima,afiliados_miles,1820.878
Nov.2015,PN01177MM,Profuturo,afiliados_miles,1453.587
Nov.2015,PN01179MM,Habitat,rentab_real_12m,3.6394
Nov.2015,PN01180MM,Integra,rentab_real_12m,1.7211
Dic.2015,PN01168MM,Habitat,valor_fondo_mill_soles,1479.85394845173
Dic.2015,PN01169MM,Integra,valor_fondo_mill_soles,49679.7216754906
Dic.2015,PN01170MM,Prima,valor_fondo_mill_soles,39009.0606260238
Dic.2015,PN01171MM,Profuturo,valor_fondo_mill_soles,32837.4059667953
Dic.2015,PN01174MM,Habitat,afiliados_miles,672.273
Dic.2015,PN01175MM,Integra,afiliados_miles,2016.467
Dic.2015,PN01176MM,Prima,afiliados_miles,1454.766
Dic.2015,PN01177MM,Profuturo,afiliados_miles,1819.563
Dic.2015,PN01179MM,Habitat,rentab_real_12m,2.9068
Dic.2015,PN01180MM,Integra,rentab_real_12m,0.9484
Ene.2016,PN01168MM,Habitat,valor_fondo_mill_soles,1554.93679339034
Ene.2016,PN01169MM,Integra,valor_fondo_mill_soles,48952.7419478415
Ene.2016,PN01170MM,Prima,valor_fondo_mill_soles,38293.4349004306
Ene.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,32336.5226070006
Ene.2016,PN01174MM,Habitat,afiliados_miles,673.153
Ene.2016,PN01175MM,Integra,afiliados_miles,2016.61
Ene.2016,PN01176MM,Prima,afiliados_miles,1453.641
Ene.2016,PN01177MM,Profuturo,afiliados_miles,1819.665
Ene.2016,PN01179MM,Habitat,rentab_real_12m,-0.18
Ene.2016,PN01180MM,Integra,rentab_real_12m,-2.2153
Feb.2016,PN01168MM,Habitat,valor_fondo_mill_soles,1676.39159850678
Feb.2016,PN01169MM,Integra,valor_fondo_mill_soles,49820.4375199928
Feb.2016,PN01170MM,Prima,valor_fondo_mill_soles,39048.7408309318
Feb.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,32801.9468504419
Feb.2016,PN01174MM,Habitat,afiliados_miles,699.609
Feb.2016,PN01175MM,Integra,afiliados_miles,2015.178
Feb.2016,PN01176MM,Prima,afiliados_miles,1454.46
Feb.2016,PN01177MM,Profuturo,afiliados_miles,1818.519
Feb.2016,PN01179MM,Habitat,rentab_real_12m,-2.531
Feb.2016,PN01180MM,Integra,rentab_real_12m,-4.0687
Mar.2016,PN01168MM,Habitat,valor_fondo_mill_soles,1776.51249314904
Mar.2016,PN01169MM,Integra,valor_fondo_mill_soles,50232.3223653491
Mar.2016,PN01170MM,Prima,valor_fondo_mill_soles,39747.2717711232
Mar.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,33062.4505782201
Mar.2016,PN01174MM,Habitat,afiliados_miles,726.695
Mar.2016,PN01175MM,Integra,afiliados_miles,2013.354
Mar.2016,PN01176MM,Prima,afiliados_miles,1453.682
Mar.2016,PN01177MM,Profuturo,afiliados_miles,1817.678
Mar.2016,PN01179MM,Habitat,rentab_real_12m,-0.3147
Mar.2016,PN01180MM,Integra,rentab_real_12m,-1.3172
Abr.2016,PN01168MM,Habitat,valor_fondo_mill_soles,1936.64969164438
Abr.2016,PN01169MM,Integra,valor_fondo_mill_soles,51501.4308424758
Abr.2016,PN01170MM,Prima,valor_fondo_mill_soles,40734.1944415612
Abr.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,33909.3172784717
Abr.2016,PN01174MM,Habitat,afiliados_miles,750.532
Abr.2016,PN01175MM,Integra,afiliados_miles,2012.094
Abr.2016,PN01176MM,Prima,afiliados_miles,1454.515
Abr.2016,PN01177MM,Profuturo,afiliados_miles,1816.791
Abr.2016,PN01179MM,Habitat,rentab_real_12m,-0.9824
Abr.2016,PN01180MM,Integra,rentab_real_12m,-1.7704
May.2016,PN01168MM,Habitat,valor_fondo_mill_soles,2087.69663297658
May.2016,PN01169MM,Integra,valor_fondo_mill_soles,52663.488840372
May.2016,PN01170MM,Prima,valor_fondo_mill_soles,41712.7810195713
May.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,34453.3649642667
May.2016,PN01174MM,Habitat,afiliados_miles,776.47
May.2016,PN01175MM,Integra,afiliados_miles,2011.078
May.2016,PN01176MM,Prima,afiliados_miles,1454.833
May.2016,PN01177MM,Profuturo,afiliados_miles,1816.235
May.2016,PN01179MM,Habitat,rentab_real_12m,0.7342
May.2016,PN01180MM,Integra,rentab_real_12m,0.1187
Jun.2016,PN01168MM,Habitat,valor_fondo_mill_soles,2161.7944039254
Jun.2016,PN01169MM,Integra,valor_fondo_mill_soles,51740.4379105752
Jun.2016,PN01170MM,Prima,valor_fondo_mill_soles,40818.2086042253
Jun.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,33781.6471562705
Jun.2016,PN01174MM,Habitat,afiliados_miles,800.252
Jun.2016,PN01175MM,Integra,afiliados_miles,2010.139
Jun.2016,PN01176MM,Prima,afiliados_miles,1455.787
Jun.2016,PN01177MM,Profuturo,afiliados_miles,1815.348
Jun.2016,PN01179MM,Habitat,rentab_real_12m,1.5272
Jun.2016,PN01180MM,Integra,rentab_real_12m,0.4679
Jul.2016,PN01168MM,Habitat,valor_fondo_mill_soles,2378.22258681751
Jul.2016,PN01169MM,Integra,valor_fondo_mill_soles,53583.7692904538
Jul.2016,PN01170MM,Prima,valor_fondo_mill_soles,42475.2289905629
Jul.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,35000.2518523559
Jul.2016,PN01174MM,Habitat,afiliados_miles,822.714
Jul.2016,PN01175MM,Integra,afiliados_miles,2009.29
Jul.2016,PN01176MM,Prima,afiliados_miles,1456.723
Jul.2016,PN01177MM,Profuturo,afiliados_miles,1814.346
Jul.2016,PN01179MM,Habitat,rentab_real_12m,4.6844
Jul.2016,PN01180MM,Integra,rentab_real_12m,3.2736
Ago.2016,PN01168MM,Habitat,valor_fondo_mill_soles,2522.62151333492
Ago.2016,PN01169MM,Integra,valor_fondo_mill_soles,54341.1570391158
Ago.2016,PN01170MM,Prima,valor_fondo_mill_soles,43138.7864370469
Ago.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,35433.1737693382
Ago.2016,PN01174MM,Habitat,afiliados_miles,841.572
Ago.2016,PN01175MM,Integra,afiliados_miles,2008.508
Ago.2016,PN01176MM,Prima,afiliados_miles,1458.394
Ago.2016,PN01177MM,Profuturo,afiliados_miles,1813.529
Ago.2016,PN01179MM,Habitat,rentab_real_12m,8.6776
Ago.2016,PN01180MM,Integra,rentab_real_12m,7.1898
Sep.2016,PN01168MM,Habitat,valor_fondo_mill_soles,2639.15883175622
Sep.2016,PN01169MM,Integra,valor_fondo_mill_soles,54229.0746192077
Sep.2016,PN01170MM,Prima,valor_fondo_mill_soles,43221.222453717
Sep.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,35401.3790657822
Sep.2016,PN01174MM,Habitat,afiliados_miles,901.326
Sep.2016,PN01175MM,Integra,afiliados_miles,2007.047
Sep.2016,PN01176MM,Prima,afiliados_miles,1460.944
Sep.2016,PN01177MM,Profuturo,afiliados_miles,1812.062
Sep.2016,PN01179MM,Habitat,rentab_real_12m,13.7829
Sep.2016,PN01180MM,Integra,rentab_real_12m,12.5593
Oct.2016,PN01168MM,Habitat,valor_fondo_mill_soles,2742.45519980248
Oct.2016,PN01169MM,Integra,valor_fondo_mill_soles,53958.5539173285
Oct.2016,PN01170MM,Prima,valor_fondo_mill_soles,43018.5527606455
Oct.2016,PN01171MM,Profuturo,valor_fondo_mill_soles,35247.9534311268
